timestamp,location_id,parking_type,capacity,occupancy,latitude,longitude,temperature,humidity,wind_speed,precipitation,hour,weekday,month,day,is_weekend,is_holiday,time_category,humidity_squared,humidity_low,humidity_medium,humidity_high,no_rain,light_rain,moderate_rain,heavy_rain,log_precipitation,precipitation_squared,temp_cold,temp_mild,temp_warm,temp_hot,comfort_index,morning_peak,midday,evening_peak,night,business_hours,hour_sin_halfday,hour_cos_halfday,hours_since_midnight,days_since_month_start,days_until_month_end,location_cluster,utilization_pct,low_utilization,medium_utilization,high_utilization,parking_type_Mixed,parking_type_Public,parking_type_Resident,morning_peak_temperature,morning_peak_humidity,morning_peak_precipitation,morning_peak_heavy_rain,morning_peak_temp_hot,midday_temperature,midday_humidity,midday_precipitation,midday_heavy_rain,midday_temp_hot,evening_peak_temperature,evening_peak_humidity,evening_peak_precipitation,evening_peak_heavy_rain,evening_peak_temp_hot,night_temperature,night_humidity,night_precipitation,night_heavy_rain,night_temp_hot,is_weekend_temperature,is_weekend_humidity,is_weekend_precipitation,is_weekend_heavy_rain,is_weekend_temp_hot,location_cluster_morning_peak,location_cluster_evening_peak,location_cluster_is_weekend,parking_type_Mixed_morning_peak,parking_type_Public_morning_peak,parking_type_Resident_morning_peak,parking_type_Mixed_evening_peak,parking_type_Public_evening_peak,parking_type_Resident_evening_peak,parking_type_Mixed_is_weekend,parking_type_Public_is_weekend,parking_type_Resident_is_weekend,location_cluster_heavy_rain,location_cluster_temp_hot,parking_type_Mixed_heavy_rain,parking_type_Public_heavy_rain,parking_type_Resident_heavy_rain,parking_type_Mixed_temp_hot,parking_type_Public_temp_hot,parking_type_Resident_temp_hot
2023-01-01 10:00:00,LOC_1,Mixed,423,35.10349927105593,41.36708690029832,2.1506194885482106,9.81476284012416,91.67871387268876,7.043748860613342,0.0,10,6,1,1,True,False,morning,8404.986577350335,0,0,1,1,0,0,0,0.0,0.0,1,0,0,0,18.982634227393035,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,10.0,0,30,4,0.08298699591266177,1,0,0,True,False,False,9.81476284012416,91.67871387268876,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,9.81476284012416,91.67871387268876,0.0,0,0,4,0,4,1,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 11:00:00,LOC_1,Mixed,423,20.270810064273697,41.36708690029832,2.1506194885482106,10.611904214000662,79.3798620621221,7.430746524457092,0.0,11,6,1,1,True,False,morning,6301.162501001531,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,18.549890420212872,0,1,0,0,0,-0.5000000000000004,0.8660254037844384,11.0,0,30,4,0.047921536794973275,1,0,0,True,False,False,0.0,0.0,0.0,0,0,10.611904214000662,79.3798620621221,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,10.611904214000662,79.3798620621221,0.0,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 12:00:00,LOC_1,Mixed,423,34.39632979141178,41.36708690029832,2.1506194885482106,13.069994512018951,75.7520406807006,5.82667615416202,0.0,12,6,1,1,True,False,afternoon,5738.371667290519,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,20.645198580089012,0,1,0,0,0,-2.4492935982947064e-16,1.0,12.0,0,30,4,0.08131520045251012,1,0,0,True,False,False,0.0,0.0,0.0,0,0,13.069994512018951,75.7520406807006,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,13.069994512018951,75.7520406807006,0.0,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 13:00:00,LOC_1,Mixed,423,27.904811285488183,41.36708690029832,2.1506194885482106,9.972586551592109,68.10991701727852,7.493796683824248,0.9798005772521858,13,6,1,1,True,False,afternoon,4638.960796100566,0,1,0,0,1,0,0,0.682996121074487,0.9600091711837165,1,0,0,0,16.78357825331996,0,1,0,0,0,0.5,0.8660254037844386,13.0,0,30,4,0.06596882100588222,1,0,0,True,False,False,0.0,0.0,0.0,0,0,9.972586551592109,68.10991701727852,0.9798005772521858,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,9.972586551592109,68.10991701727852,0.9798005772521858,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 14:00:00,LOC_1,Mixed,423,61.39404078852429,41.36708690029832,2.1506194885482106,11.650578850958263,73.30072036507629,6.514849949987227,0.0,14,6,1,1,True,False,afternoon,5372.99560603911,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,18.98065088746589,0,1,0,0,0,0.8660254037844384,0.5000000000000006,14.0,0,30,4,0.14513957633220873,1,0,0,True,False,False,0.0,0.0,0.0,0,0,11.650578850958263,73.30072036507629,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,11.650578850958263,73.30072036507629,0.0,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 15:00:00,LOC_1,Mixed,423,59.67299242936862,41.36708690029832,2.1506194885482106,15.277106880919774,64.31844699000769,5.252692180180816,0.0,15,6,1,1,True,False,afternoon,4136.862623206429,0,1,0,1,0,0,0,0.0,0.0,0,1,0,0,21.708951579920544,0,1,0,0,0,1.0,1.1943401194869635e-15,15.0,0,30,4,0.1410709040883419,1,0,0,True,False,False,0.0,0.0,0.0,0,0,15.277106880919774,64.31844699000769,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,15.277106880919774,64.31844699000769,0.0,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 16:00:00,LOC_1,Mixed,423,61.46129956666046,41.36708690029832,2.1506194885482106,15.589096615776,65.3805313603371,5.198604559020907,0.869765940983819,16,6,1,1,True,False,afternoon,4274.613880960023,0,1,0,0,1,0,0,0.625813257783377,0.756492792095468,0,1,0,0,22.12714975180971,0,0,1,0,0,0.8660254037844392,-0.4999999999999992,16.0,0,30,4,0.14529858053584033,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,15.589096615776,65.3805313603371,0.869765940983819,0,0,0.0,0.0,0.0,0,0,15.589096615776,65.3805313603371,0.869765940983819,0,0,0,4,4,0,0,0,1,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 17:00:00,LOC_1,Mixed,423,73.54729786315488,41.36708690029832,2.1506194885482106,19.285959511085043,75.48549299955498,6.027101144080533,4.6755022107870525,17,6,1,1,True,False,afternoon,5698.059653385863,0,0,1,0,0,1,0,1.7361590547448615,21.860320923074617,0,1,0,0,26.834508811040543,0,0,1,0,0,0.4999999999999998,-0.8660254037844388,17.0,0,30,4,0.17387068052755292,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,19.285959511085043,75.48549299955498,4.6755022107870525,0,0,0.0,0.0,0.0,0,0,19.285959511085043,75.48549299955498,4.6755022107870525,0,0,0,4,4,0,0,0,1,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 18:00:00,LOC_1,Mixed,423,56.50839905042526,41.36708690029832,2.1506194885482106,17.64318182862986,60.601240542032194,7.380511523484421,0.0,18,6,1,1,True,False,evening,3672.5103552332466,0,1,0,1,0,0,0,0.0,0.0,0,1,0,0,23.703305882833078,0,0,1,0,0,3.6739403974420594e-16,-1.0,18.0,0,30,4,0.1335895958638895,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17.64318182862986,60.601240542032194,0.0,0,0,0.0,0.0,0.0,0,0,17.64318182862986,60.601240542032194,0.0,0,0,0,4,4,0,0,0,1,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 19:00:00,LOC_1,Mixed,423,79.46185504918121,41.36708690029832,2.1506194885482106,17.14129664389489,65.81455853829743,7.150297787246773,0.0,19,6,1,1,True,False,evening,4331.55611559098,0,1,0,1,0,0,0,0.0,0.0,0,1,0,0,23.722752497724635,0,0,1,0,0,-0.49999999999999917,-0.8660254037844392,19.0,0,30,4,0.18785308522265062,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,17.14129664389489,65.81455853829743,0.0,0,0,0.0,0.0,0.0,0,0,17.14129664389489,65.81455853829743,0.0,0,0,0,4,4,0,0,0,1,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 20:00:00,LOC_1,Mixed,423,83.96604636693945,41.36708690029832,2.1506194885482106,23.074744337225304,56.19722427560617,7.394534253893658,0.0,20,6,1,1,True,False,evening,3158.1280162827793,0,1,0,1,0,0,0,0.0,0.0,0,0,1,0,28.694466764785922,0,0,0,1,0,-0.8660254037844387,-0.49999999999999983,20.0,0,30,4,0.198501291647611,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,23.074744337225304,56.19722427560617,0.0,0,0,23.074744337225304,56.19722427560617,0.0,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 21:00:00,LOC_1,Mixed,423,59.71246362668724,41.36708690029832,2.1506194885482106,19.52869514031891,59.864562064931235,6.581930891294156,0.0,21,6,1,1,True,False,evening,3583.765791226004,0,1,0,1,0,0,0,0.0,0.0,0,1,0,0,25.515151346812033,0,0,0,1,0,-1.0,-4.286263797015736e-16,21.0,0,30,4,0.14116421661155376,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,19.52869514031891,59.864562064931235,0.0,0,0,19.52869514031891,59.864562064931235,0.0,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 22:00:00,LOC_1,Mixed,423,49.764399441180075,41.36708690029832,2.1506194885482106,19.62297377112189,69.87816845468546,6.352155062431242,0.0,22,6,1,1,True,False,evening,4882.958426581399,0,1,0,1,0,0,0,0.0,0.0,0,1,0,0,26.61079061659044,0,0,0,1,0,-0.8660254037844392,0.4999999999999991,22.0,0,30,4,0.11764633437631224,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,19.62297377112189,69.87816845468546,0.0,0,0,19.62297377112189,69.87816845468546,0.0,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-01 23:00:00,LOC_1,Mixed,423,76.79362125010417,41.36708690029832,2.1506194885482106,15.850999528130089,59.46417290994716,5.475349979043704,0.0,23,6,1,1,True,False,evening,3535.9878598640935,0,1,0,1,0,0,0,0.0,0.0,0,1,0,0,21.797416819124805,0,0,0,1,0,-0.5000000000000014,0.8660254037844378,23.0,0,30,4,0.18154520390095547,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,15.850999528130089,59.46417290994716,0.0,0,0,15.850999528130089,59.46417290994716,0.0,0,0,0,0,4,0,0,0,0,0,0,True,False,False,0,0,0,0,0,0,0,0
2023-01-02 00:00:00,LOC_1,Mixed,423,76.37681476761409,41.36708690029832,2.1506194885482106,16.583368112507983,73.71797566686794,6.019004973139603,0.0,0,0,1,2,False,False,night,5434.3399364209345,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,23.955165679194778,0,0,0,1,0,0.0,1.0,0.0,1,29,4,0.18055984578632173,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,16.583368112507983,73.71797566686794,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 01:00:00,LOC_1,Mixed,423,42.98820715019054,41.36708690029832,2.1506194885482106,16.695245444868956,70.59195914637893,6.3379191065089495,0.0,1,0,1,2,False,False,night,4983.224696124032,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,23.75444135950685,0,0,0,1,0,0.49999999999999994,0.8660254037844387,1.0,1,29,4,0.10162696725813367,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,16.695245444868956,70.59195914637893,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 02:00:00,LOC_1,Mixed,423,49.09012675503326,41.36708690029832,2.1506194885482106,12.884489271225045,66.81471326838937,5.303096574252781,0.0,2,0,1,2,False,False,night,4464.205909137087,0,1,0,1,0,0,0,0.0,0.0,0,1,0,0,19.56596059806398,0,0,0,1,0,0.8660254037844386,0.5000000000000001,2.0,1,29,4,0.11605230911355381,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,12.884489271225045,66.81471326838937,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 03:00:00,LOC_1,Mixed,423,49.30058799921305,41.36708690029832,2.1506194885482106,14.650948527446776,75.36293371376674,5.700565401387241,0.0,3,0,1,2,False,False,night,5679.571777945599,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,22.18724189882345,0,0,0,1,0,1.0,6.123233995736766e-17,3.0,1,29,4,0.11654985342603558,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,14.650948527446776,75.36293371376674,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 04:00:00,LOC_1,Mixed,423,57.440126465823504,41.36708690029832,2.1506194885482106,11.49954152700484,79.46113443444875,6.8348396635597055,0.0,4,0,1,2,False,False,night,6314.071885609537,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,19.445654970449716,0,0,0,1,0,0.8660254037844387,-0.49999999999999983,4.0,1,29,4,0.13579226114851892,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,11.49954152700484,79.46113443444875,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 05:00:00,LOC_1,Mixed,423,27.913302224057233,41.36708690029832,2.1506194885482106,11.089068588584295,79.76413763474429,7.248587341538287,0.0,5,0,1,2,False,False,night,6362.31765261443,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,19.065482352058723,0,0,0,1,0,0.49999999999999994,-0.8660254037844387,5.0,1,29,4,0.0659888941467074,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,11.089068588584295,79.76413763474429,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 06:00:00,LOC_1,Mixed,423,41.47520283140096,41.36708690029832,2.1506194885482106,9.681620730981235,70.37880848966766,8.038074729051292,0.0,6,0,1,2,False,False,morning,4953.176684425317,0,0,1,1,0,0,0,0.0,0.0,1,0,0,0,16.719501579948002,0,0,0,1,0,1.2246467991473532e-16,-1.0,6.0,1,29,4,0.09805012489692899,1,0,0,True,False,False,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,9.681620730981235,70.37880848966766,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 07:00:00,LOC_1,Mixed,423,48.64954621944748,41.36708690029832,2.1506194885482106,14.097259081501704,75.57890869590801,7.843806362816507,0.0,7,0,1,2,False,False,morning,5712.1714396644,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,21.655149951092504,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,7.0,1,29,4,0.11501074756370562,1,0,0,True,False,False,14.097259081501704,75.57890869590801,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,4,0,0,1,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 08:00:00,LOC_1,Mixed,423,59.02218629483602,41.36708690029832,2.1506194885482106,10.202508149639437,78.30340162401187,6.9735961184286355,0.0,8,0,1,2,False,False,morning,6131.422705891305,0,0,1,1,0,0,0,0.0,0.0,0,1,0,0,18.032848312040624,1,0,0,0,0,-0.8660254037844384,-0.5000000000000004,8.0,1,29,4,0.13953235530694094,1,0,0,True,False,False,10.202508149639437,78.30340162401187,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,4,0,0,1,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 09:00:00,LOC_1,Mixed,423,56.89910758398625,41.36708690029832,2.1506194885482106,8.29162224687442,78.81374464492734,6.311078807128528,1.255617603584788,9,0,1,2,False,False,morning,6211.606344955813,0,0,1,0,1,0,0,0.8134238173116346,1.5765755664320056,1,0,0,0,16.172996711367155,1,0,0,0,1,-1.0,-1.8369701987210297e-16,9.0,1,29,4,0.13451325669973108,1,0,0,True,False,False,8.29162224687442,78.81374464492734,1.255617603584788,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,4,0,0,1,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 10:00:00,LOC_1,Mixed,423,49.80841330507369,41.36708690029832,2.1506194885482106,12.55880655687312,81.2759270224199,6.957300844442485,0.8993309136890182,10,0,1,2,False,False,morning,6605.776313353726,0,0,1,0,1,0,0,0.6415016734627895,0.8087960923167242,0,1,0,0,20.686399259115113,1,0,0,0,1,-0.8660254037844386,0.5000000000000001,10.0,1,29,4,0.117750386064004,1,0,0,True,False,False,12.55880655687312,81.2759270224199,0.8993309136890182,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,4,0,0,1,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
2023-01-02 11:00:00,LOC_1,Mixed,423,48.946613777190635,41.36708690029832,2.1506194885482106,9.2737929356237,77.45754453353479,7.407157682540393,0.0,11,0,1,2,False,False,morning,5999.6712051645245,0,0,1,1,0,0,0,0.0,0.0,1,0,0,0,17.01954738897718,0,1,0,0,1,-0.5000000000000004,0.8660254037844384,11.0,1,29,4,0.11571303493425682,1,0,0,True,False,False,0.0,0.0,0.0,0,0,9.2737929356237,77.45754453353479,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0
