timestamp,location_id,occupancy,day_of_week,hour_of_day,is_weekend,is_holiday,temperature,precipitation
2024-01-03 17:00:00,C3,58,1,0,0,0,10.646802459232315,0.6758903511784536
2024-01-03 18:00:00,B2,96,1,16,1,0,15.796854974132614,1.0503599797308416
2024-01-03 19:00:00,A1,9,2,22,1,0,19.534303827659716,0.0874645050604129
2024-01-03 20:00:00,A1,68,5,8,1,0,6.845687313587399,0.11605532536373558
2024-01-03 21:00:00,C3,23,2,17,0,0,11.809414387922121,0.03796944929039054
2024-01-03 22:00:00,B2,42,4,23,0,0,14.615414472145613,0.6986537091567183
2024-01-03 23:00:00,A1,92,0,4,1,0,18.788493778352734,0.41261666777624517
2024-01-04 00:00:00,C3,10,0,10,0,0,19.244870872975923,0.06742505105786425
2024-01-04 01:00:00,C3,9,3,14,0,0,18.543258517635884,0.9141273411249473
2024-01-04 02:00:00,C3,27,0,11,1,1,11.915145679497485,0.01964688412241434
2024-01-04 03:00:00,A1,9,1,5,1,0,10.094659145507759,0.07203183179172189
2024-01-04 04:00:00,A1,67,3,23,0,0,12.305813625290517,0.33947422121375725
2024-01-04 05:00:00,A1,65,4,8,0,0,15.86921541186436,0.08400170052956075
2024-01-04 06:00:00,B2,39,2,12,0,0,10.290982667070873,0.8884470004289972
2024-01-04 07:00:00,B2,15,5,10,0,0,14.788817731816962,0.6248888728448564
2024-01-04 08:00:00,B2,15,6,5,0,0,15.115678948785483,0.058130481965185735
2024-01-04 09:00:00,C3,15,4,12,1,0,22.044850161738683,0.32052507298751015
2024-01-04 10:00:00,C3,61,6,13,0,0,13.652173126621049,0.906997131339327
2024-01-04 11:00:00,B2,6,1,23,1,1,13.275735693102106,0.7021231620101478
2024-01-04 12:00:00,A1,92,1,16,1,0,16.195315797278028,0.12315091255566399
2024-01-04 13:00:00,B2,87,2,0,1,0,14.856419218311101,0.09071326152601494
2024-01-04 14:00:00,C3,4,1,8,1,0,7.8718392636350725,0.2756515227197839
2024-01-04 15:00:00,A1,51,1,8,0,0,16.17319085963255,0.6694265866485909
2024-01-04 16:00:00,A1,17,2,15,0,0,16.70278639031693,1.011330212221132
2024-01-04 17:00:00,A1,52,4,17,1,0,22.04490600483391,0.8694805579747431
2024-01-04 18:00:00,A1,40,5,0,1,0,22.153153912683692,0.16156099155216466
2024-01-04 19:00:00,B2,30,3,6,1,0,25.39268038929471,0.007741552641545747
2024-01-04 20:00:00,B2,1,0,8,1,0,18.468906079801855,0.8272657422644747
2024-01-04 21:00:00,B2,42,2,22,1,0,10.070680389651638,1.2594502448705265
2024-01-04 22:00:00,A1,1,2,20,1,0,18.031902010102815,0.8518985036316545
2024-01-04 23:00:00,B2,16,5,3,0,1,8.498344941896951,0.6567970681357026
2024-01-05 00:00:00,A1,37,2,16,0,0,13.767963794247606,0.08568138804575626
2024-01-05 01:00:00,C3,88,4,18,0,0,13.443045237736035,0.32395251574853373
2024-01-05 02:00:00,C3,57,4,16,0,0,9.069987342011384,1.5308815973285301
2024-01-05 03:00:00,C3,35,1,19,0,0,11.880676745410609,0.1758972362982755
