timestamp,location_id,parking_type,capacity,occupancy,latitude,longitude,temperature,humidity,wind_speed,precipitation,hour,weekday,month,day,is_weekend,is_holiday,time_category
2023-01-01 10:00:00,LOC_1,Mixed,423,35.10349927105593,41.36708690029832,2.1506194885482106,9.81476284012416,91.67871387268877,7.043748860613342,0.0,10,6,1,1,True,False,morning
2023-01-01 11:00:00,LOC_1,Mixed,423,20.270810064273697,41.36708690029832,2.1506194885482106,10.611904214000662,79.3798620621221,7.430746524457092,0.0,11,6,1,1,True,False,morning
2023-01-01 12:00:00,LOC_1,Mixed,423,34.39632979141178,41.36708690029832,2.1506194885482106,13.069994512018951,75.7520406807006,5.82667615416202,0.0,12,6,1,1,True,False,afternoon
2023-01-01 13:00:00,LOC_1,Mixed,423,27.904811285488183,41.36708690029832,2.1506194885482106,9.972586551592109,68.10991701727852,7.493796683824248,0.9798005772521858,13,6,1,1,True,False,afternoon
2023-01-01 14:00:00,LOC_1,Mixed,423,61.39404078852429,41.36708690029832,2.1506194885482106,11.650578850958265,73.30072036507629,6.514849949987227,0.0,14,6,1,1,True,False,afternoon
2023-01-01 15:00:00,LOC_1,Mixed,423,59.67299242936862,41.36708690029832,2.1506194885482106,15.277106880919774,64.31844699000769,5.252692180180816,0.0,15,6,1,1,True,False,afternoon
2023-01-01 16:00:00,LOC_1,Mixed,423,61.46129956666046,41.36708690029832,2.1506194885482106,15.589096615776,65.3805313603371,5.198604559020907,0.869765940983819,16,6,1,1,True,False,afternoon
2023-01-01 17:00:00,LOC_1,Mixed,423,73.54729786315488,41.36708690029832,2.1506194885482106,19.285959511085043,75.48549299955498,6.027101144080533,4.6755022107870525,17,6,1,1,True,False,afternoon
2023-01-01 18:00:00,LOC_1,Mixed,423,56.50839905042526,41.36708690029832,2.1506194885482106,17.64318182862986,60.601240542032194,7.380511523484421,0.0,18,6,1,1,True,False,evening
2023-01-01 19:00:00,LOC_1,Mixed,423,79.46185504918121,41.36708690029832,2.1506194885482106,17.14129664389489,65.81455853829743,7.150297787246773,0.0,19,6,1,1,True,False,evening
2023-01-01 20:00:00,LOC_1,Mixed,423,83.96604636693945,41.36708690029832,2.1506194885482106,23.074744337225304,56.19722427560617,7.394534253893658,0.0,20,6,1,1,True,False,evening
2023-01-01 21:00:00,LOC_1,Mixed,423,59.71246362668724,41.36708690029832,2.1506194885482106,19.52869514031891,59.864562064931235,6.581930891294156,0.0,21,6,1,1,True,False,evening
2023-01-01 22:00:00,LOC_1,Mixed,423,49.764399441180075,41.36708690029832,2.1506194885482106,19.62297377112189,69.87816845468546,6.352155062431242,0.0,22,6,1,1,True,False,evening
2023-01-01 23:00:00,LOC_1,Mixed,423,76.79362125010417,41.36708690029832,2.1506194885482106,15.850999528130089,59.46417290994716,5.475349979043704,0.0,23,6,1,1,True,False,evening
2023-01-02 00:00:00,LOC_1,Mixed,423,76.37681476761409,41.36708690029832,2.1506194885482106,16.583368112507983,73.71797566686794,6.019004973139603,0.0,0,0,1,2,False,False,night
2023-01-02 01:00:00,LOC_1,Mixed,423,42.98820715019054,41.36708690029832,2.1506194885482106,16.695245444868956,70.59195914637893,6.3379191065089495,0.0,1,0,1,2,False,False,night
2023-01-02 02:00:00,LOC_1,Mixed,423,49.09012675503326,41.36708690029832,2.1506194885482106,12.884489271225045,66.81471326838937,5.303096574252781,0.0,2,0,1,2,False,False,night
2023-01-02 03:00:00,LOC_1,Mixed,423,49.30058799921305,41.36708690029832,2.1506194885482106,14.650948527446776,75.36293371376674,5.700565401387241,0.0,3,0,1,2,False,False,night
2023-01-02 04:00:00,LOC_1,Mixed,423,57.440126465823504,41.36708690029832,2.1506194885482106,11.499541527004839,79.46113443444875,6.8348396635597055,0.0,4,0,1,2,False,False,night
2023-01-02 05:00:00,LOC_1,Mixed,423,27.913302224057233,41.36708690029832,2.1506194885482106,11.089068588584297,79.76413763474429,7.248587341538287,0.0,5,0,1,2,False,False,night
2023-01-02 06:00:00,LOC_1,Mixed,423,41.47520283140096,41.36708690029832,2.1506194885482106,9.681620730981235,70.37880848966766,8.038074729051292,0.0,6,0,1,2,False,False,morning
2023-01-02 07:00:00,LOC_1,Mixed,423,48.64954621944748,41.36708690029832,2.1506194885482106,14.097259081501704,75.57890869590801,7.8438063628165065,0.0,7,0,1,2,False,False,morning
2023-01-02 08:00:00,LOC_1,Mixed,423,59.02218629483602,41.36708690029832,2.1506194885482106,10.202508149639435,78.30340162401187,6.9735961184286355,0.0,8,0,1,2,False,False,morning
2023-01-02 09:00:00,LOC_1,Mixed,423,56.89910758398625,41.36708690029832,2.1506194885482106,8.29162224687442,78.81374464492734,6.311078807128528,1.255617603584788,9,0,1,2,False,False,morning
2023-01-02 10:00:00,LOC_1,Mixed,423,49.80841330507369,41.36708690029832,2.1506194885482106,12.55880655687312,81.2759270224199,6.957300844442485,0.8993309136890182,10,0,1,2,False,False,morning
2023-01-02 11:00:00,LOC_1,Mixed,423,48.946613777190635,41.36708690029832,2.1506194885482106,9.273792935623701,77.45754453353479,7.407157682540393,0.0,11,0,1,2,False,False,morning
2023-01-02 12:00:00,LOC_1,Mixed,423,68.85047073886021,41.36708690029832,2.1506194885482106,13.17591159228084,67.80690940190684,5.406645453224428,0.0,12,0,1,2,False,False,afternoon
2023-01-02 13:00:00,LOC_1,Mixed,423,61.58681983387636,41.36708690029832,2.1506194885482106,10.051919056946504,73.95847064561771,6.282785575132596,1.1232727809391316,13,0,1,2,False,False,afternoon
2023-01-02 14:00:00,LOC_1,Mixed,423,69.72593879877813,41.36708690029832,2.1506194885482106,12.61615242385487,72.50787968311565,7.573911761237198,0.0,14,0,1,2,False,False,afternoon
2023-01-02 15:00:00,LOC_1,Mixed,423,81.42922515317788,41.36708690029832,2.1506194885482106,16.967512070132724,69.65137304286623,6.207437730375507,0.4670043211463479,15,0,1,2,False,False,afternoon
2023-01-02 16:00:00,LOC_1,Mixed,423,83.7713517660706,41.36708690029832,2.1506194885482106,19.263797240211307,69.83017546733214,6.772989629725657,0.0,16,0,1,2,False,False,afternoon
2023-01-02 17:00:00,LOC_1,Mixed,423,65.54099635761325,41.36708690029832,2.1506194885482106,19.172304108291716,66.51047568092096,6.822114810582402,0.0,17,0,1,2,False,False,afternoon
2023-01-02 18:00:00,LOC_1,Mixed,423,83.87931790629138,41.36708690029832,2.1506194885482106,19.400033502614793,63.03324026135964,5.613669369094735,0.0,18,0,1,2,False,False,evening
2023-01-02 19:00:00,LOC_1,Mixed,423,77.18919323820937,41.36708690029832,2.1506194885482106,19.535794042269007,59.37316857581159,6.148380785357314,0.0,19,0,1,2,False,False,evening
2023-01-02 20:00:00,LOC_1,Mixed,423,76.83798433286742,41.36708690029832,2.1506194885482106,17.358497416155377,51.06411253863958,6.066642145603842,0.0,20,0,1,2,False,False,evening
2023-01-02 21:00:00,LOC_1,Mixed,423,68.81693502898658,41.36708690029832,2.1506194885482106,18.712651044100756,61.843412173882584,5.14313219148516,1.045940970982072,21,0,1,2,False,False,evening
2023-01-02 22:00:00,LOC_1,Mixed,423,69.08274617871972,41.36708690029832,2.1506194885482106,18.738728572980534,61.71842620601534,5.138551110869649,0.0,22,0,1,2,False,False,evening
2023-01-02 23:00:00,LOC_1,Mixed,423,65.24550291835737,41.36708690029832,2.1506194885482106,20.98682605117201,63.61273098850851,7.562500669587609,0.0,23,0,1,2,False,False,evening
2023-01-03 00:00:00,LOC_1,Mixed,423,48.8277868053402,41.36708690029832,2.1506194885482106,18.53145269536438,57.92782488844354,5.888055653163929,0.0,0,1,1,3,False,False,night
2023-01-03 01:00:00,LOC_1,Mixed,423,75.31584761744197,41.36708690029832,2.1506194885482106,13.119399277355228,61.303758121797294,6.624513171230065,0.0,1,1,1,3,False,False,night
2023-01-03 02:00:00,LOC_1,Mixed,423,49.21436633755268,41.36708690029832,2.1506194885482106,16.006720366925162,74.54865941039337,5.967887206393434,0.19766589364657372,2,1,1,3,False,False,night
2023-01-03 03:00:00,LOC_1,Mixed,423,69.24261795651975,41.36708690029832,2.1506194885482106,13.30146052289698,71.6589740632575,7.895181797194465,0.0,3,1,1,3,False,False,night
2023-01-03 04:00:00,LOC_1,Mixed,423,29.563939496118486,41.36708690029832,2.1506194885482106,11.519044001588519,77.66172748246224,5.852467877037409,0.0,4,1,1,3,False,False,night
2023-01-03 05:00:00,LOC_1,Mixed,423,45.09114852137135,41.36708690029832,2.1506194885482106,13.067874175071742,76.45254868587229,6.364981538881354,0.0,5,1,1,3,False,False,night
2023-01-03 06:00:00,LOC_1,Mixed,423,43.57359949642499,41.36708690029832,2.1506194885482106,13.119094834991452,78.03458911747961,7.695635313238155,0.0,6,1,1,3,False,False,morning
2023-01-03 07:00:00,LOC_1,Mixed,423,43.64695372553923,41.36708690029832,2.1506194885482106,12.427321022097203,83.56189746215037,7.604678683437455,0.0,7,1,1,3,False,False,morning
2023-01-03 08:00:00,LOC_1,Mixed,423,36.925510292972355,41.36708690029832,2.1506194885482106,8.72312177235549,76.6166627213116,5.638615617298986,0.0,8,1,1,3,False,False,morning
2023-01-03 09:00:00,LOC_1,Mixed,423,47.763091749244545,41.36708690029832,2.1506194885482106,9.960669632558746,79.32241511618258,7.489674632528434,1.510056877070906,9,1,1,3,False,False,morning
2023-01-03 10:00:00,LOC_1,Mixed,423,57.80245265957057,41.36708690029832,2.1506194885482106,11.74828984622535,75.51709758963833,6.457738660681762,0.0,10,1,1,3,False,False,morning
2023-01-03 11:00:00,LOC_1,Mixed,423,49.66426893017213,41.36708690029832,2.1506194885482106,13.83861262332758,74.0524741246727,6.5335178712591855,0.0,11,1,1,3,False,False,morning
2023-01-03 12:00:00,LOC_1,Mixed,423,47.45562395725101,41.36708690029832,2.1506194885482106,11.971873854354726,72.5936947225662,5.486484383256892,0.0,12,1,1,3,False,False,afternoon
2023-01-03 13:00:00,LOC_1,Mixed,423,63.56448597264692,41.36708690029832,2.1506194885482106,13.771974984902647,72.824082981708,5.3292821740199505,0.0,13,1,1,3,False,False,afternoon
2023-01-03 14:00:00,LOC_1,Mixed,423,76.41402702350267,41.36708690029832,2.1506194885482106,13.231883824409751,66.71714934683901,7.2727286754056575,0.0,14,1,1,3,False,False,afternoon
2023-01-03 15:00:00,LOC_1,Mixed,423,69.64504438679575,41.36708690029832,2.1506194885482106,14.353401129746915,72.78715187205108,6.57972728754503,0.7677308202762632,15,1,1,3,False,False,afternoon
2023-01-03 16:00:00,LOC_1,Mixed,423,73.34439031289055,41.36708690029832,2.1506194885482106,19.583935944766512,59.60919488894625,6.402328967841162,0.0,16,1,1,3,False,False,afternoon
2023-01-03 17:00:00,LOC_1,Mixed,423,80.23268576316514,41.36708690029832,2.1506194885482106,21.714063174557413,61.06247554436168,7.281734528253796,0.0,17,1,1,3,False,False,afternoon
2023-01-03 18:00:00,LOC_1,Mixed,423,98.86660012116022,41.36708690029832,2.1506194885482106,19.65932065898584,58.194662904336106,7.391181473618192,0.0,18,1,1,3,False,False,evening
2023-01-03 19:00:00,LOC_1,Mixed,423,72.71831199669826,41.36708690029832,2.1506194885482106,22.317073238745444,66.61487453584587,5.572800165311272,0.0,19,1,1,3,False,False,evening
2023-01-03 20:00:00,LOC_1,Mixed,423,75.07793314988163,41.36708690029832,2.1506194885482106,21.210814542767693,60.00768889721302,6.928183946967409,0.0,20,1,1,3,False,False,evening
2023-01-03 21:00:00,LOC_1,Mixed,423,100.0,41.36708690029832,2.1506194885482106,19.034096045242844,64.510551588437,5.505003531434607,0.0,21,1,1,3,False,False,evening
2023-01-03 22:00:00,LOC_1,Mixed,423,70.46934916301764,41.36708690029832,2.1506194885482106,20.55478832877549,52.90820389929781,7.354499277854432,0.0,22,1,1,3,False,False,evening
2023-01-03 23:00:00,LOC_1,Mixed,423,61.851399449168376,41.36708690029832,2.1506194885482106,22.12064055533784,63.2461164845345,7.072672172096051,0.0,23,1,1,3,False,False,evening
2023-01-04 00:00:00,LOC_1,Mixed,423,65.74273884939342,41.36708690029832,2.1506194885482106,17.944544594012633,68.41576063365211,7.973083197696881,0.0,0,2,1,4,False,False,night
2023-01-04 01:00:00,LOC_1,Mixed,423,31.553422762103068,41.36708690029832,2.1506194885482106,19.946742099570052,66.77651037049303,5.311545961555151,0.0,1,2,1,4,False,False,night
2023-01-04 02:00:00,LOC_1,Mixed,423,46.03037498494251,41.36708690029832,2.1506194885482106,10.291031975199356,74.26635750856907,5.277268600129531,0.03225852154060481,2,2,1,4,False,False,night
2023-01-04 03:00:00,LOC_1,Mixed,423,60.74175700606682,41.36708690029832,2.1506194885482106,15.88739431463372,68.9263791377316,5.954098130358776,0.0,3,2,1,4,False,False,night
2023-01-04 04:00:00,LOC_1,Mixed,423,36.05866288576266,41.36708690029832,2.1506194885482106,13.218940739272137,80.9570439953363,5.8940863717668766,0.0,4,2,1,4,False,False,night
2023-01-04 05:00:00,LOC_1,Mixed,423,23.567441335601565,41.36708690029832,2.1506194885482106,11.418459787029525,87.46154164217373,5.851338075994798,0.0,5,2,1,4,False,False,night
2023-01-04 06:00:00,LOC_1,Mixed,423,45.89818180208116,41.36708690029832,2.1506194885482106,11.412564435154843,75.72772143363403,7.830597721764317,2.12840496823145,6,2,1,4,False,False,morning
2023-01-04 07:00:00,LOC_1,Mixed,423,36.13021448138857,41.36708690029832,2.1506194885482106,6.761564159800463,76.29908341499164,5.861904823638036,0.0,7,2,1,4,False,False,morning
2023-01-04 08:00:00,LOC_1,Mixed,423,54.83451847667348,41.36708690029832,2.1506194885482106,10.13414827285949,86.11993828851948,5.930547588092796,0.0,8,2,1,4,False,False,morning
2023-01-04 09:00:00,LOC_1,Mixed,423,30.004692369467612,41.36708690029832,2.1506194885482106,11.465248693160943,86.39581362837868,7.39432532357045,0.0,9,2,1,4,False,False,morning
2023-01-04 10:00:00,LOC_1,Mixed,423,38.74022774372064,41.36708690029832,2.1506194885482106,14.213474086469402,74.87032787026091,6.466782130533332,0.0,10,2,1,4,False,False,morning
2023-01-04 11:00:00,LOC_1,Mixed,423,47.90295673442152,41.36708690029832,2.1506194885482106,11.022898705348092,73.78018763072994,7.4491262804311695,0.0,11,2,1,4,False,False,morning
2023-01-04 12:00:00,LOC_1,Mixed,423,64.1910763816491,41.36708690029832,2.1506194885482106,11.485145567871555,72.3868114083816,5.316525027424742,0.0,12,2,1,4,False,False,afternoon
2023-01-04 13:00:00,LOC_1,Mixed,423,46.52527296638341,41.36708690029832,2.1506194885482106,13.311682877032908,64.64735351642466,6.58457201896307,0.0,13,2,1,4,False,False,afternoon
2023-01-04 14:00:00,LOC_1,Mixed,423,53.49872415189809,41.36708690029832,2.1506194885482106,17.447255527719005,64.1738376829493,5.224131059012819,0.0,14,2,1,4,False,False,afternoon
2023-01-04 15:00:00,LOC_1,Mixed,423,78.49019666727948,41.36708690029832,2.1506194885482106,17.57520752260765,61.143885559663104,5.312681625921199,0.0,15,2,1,4,False,False,afternoon
2023-01-04 16:00:00,LOC_1,Mixed,423,76.22473261071967,41.36708690029832,2.1506194885482106,17.071248134880058,59.8994750896511,7.8454660685160595,0.0,16,2,1,4,False,False,afternoon
2023-01-04 17:00:00,LOC_1,Mixed,423,82.47412150276946,41.36708690029832,2.1506194885482106,20.199995454706936,61.47965438610564,5.545321449862283,0.0,17,2,1,4,False,False,afternoon
2023-01-04 18:00:00,LOC_1,Mixed,423,61.21073126039517,41.36708690029832,2.1506194885482106,20.169366612111435,61.2206506358519,6.726278945724284,0.0,18,2,1,4,False,False,evening
2023-01-04 19:00:00,LOC_1,Mixed,423,67.00822070588697,41.36708690029832,2.1506194885482106,22.41916108707987,66.7887602520422,6.36373520271587,0.0,19,2,1,4,False,False,evening
2023-01-04 20:00:00,LOC_1,Mixed,423,83.75719090210872,41.36708690029832,2.1506194885482106,19.25529293133731,53.68943155812202,6.173909802594931,0.0,20,2,1,4,False,False,evening
2023-01-04 21:00:00,LOC_1,Mixed,423,72.41753846231657,41.36708690029832,2.1506194885482106,19.840860762630697,63.92924188073045,7.8328112219379955,0.0,21,2,1,4,False,False,evening
2023-01-04 22:00:00,LOC_1,Mixed,423,63.551075507508614,41.36708690029832,2.1506194885482106,19.219623099411372,58.92237696752108,5.200212667677167,0.0,22,2,1,4,False,False,evening
2023-01-04 23:00:00,LOC_1,Mixed,423,56.12317392884585,41.36708690029832,2.1506194885482106,16.289372512196607,61.31987663481615,7.127542759032389,0.0,23,2,1,4,False,False,evening
2023-01-05 00:00:00,LOC_1,Mixed,423,47.18972598269548,41.36708690029832,2.1506194885482106,18.78026482215235,66.99804892478662,8.02778815624529,0.0,0,3,1,5,False,False,night
2023-01-05 01:00:00,LOC_1,Mixed,423,55.47201241187064,41.36708690029832,2.1506194885482106,17.511385449429795,60.407840082048466,6.819540486297008,0.0,1,3,1,5,False,False,night
2023-01-05 02:00:00,LOC_1,Mixed,423,64.1150473495743,41.36708690029832,2.1506194885482106,15.712561646734498,70.5073792640211,7.95093433278919,0.0,2,3,1,5,False,False,night
2023-01-05 03:00:00,LOC_1,Mixed,423,38.66640244874135,41.36708690029832,2.1506194885482106,13.946219933755803,72.0014726400531,5.298671523061812,0.0,3,3,1,5,False,False,night
2023-01-05 04:00:00,LOC_1,Mixed,423,42.10175855714858,41.36708690029832,2.1506194885482106,10.38590226948316,76.02896881287276,6.399708707939282,0.0,4,3,1,5,False,False,night
2023-01-05 05:00:00,LOC_1,Mixed,423,31.16222944652828,41.36708690029832,2.1506194885482106,11.346973161001365,77.06931560647492,5.925232915379118,2.780060267792967,5,3,1,5,False,False,night
2023-01-05 06:00:00,LOC_1,Mixed,423,43.36838405482305,41.36708690029832,2.1506194885482106,10.715395247005043,89.4748521394373,7.338653154738345,0.08894431968732089,6,3,1,5,False,False,morning
2023-01-05 07:00:00,LOC_1,Mixed,423,59.15693231157859,41.36708690029832,2.1506194885482106,9.303920839563038,74.99434932273087,8.091512173382064,0.0,7,3,1,5,False,False,morning
2023-01-05 08:00:00,LOC_1,Mixed,423,46.7553441392841,41.36708690029832,2.1506194885482106,10.422685916865289,75.8545005445963,5.9186416553722045,0.0,8,3,1,5,False,False,morning
2023-01-05 09:00:00,LOC_1,Mixed,423,38.8360513705504,41.36708690029832,2.1506194885482106,11.730882369721735,75.03873605569086,7.113005761929824,0.0,9,3,1,5,False,False,morning
2023-01-05 10:00:00,LOC_1,Mixed,423,58.31435366308268,41.36708690029832,2.1506194885482106,15.20180663129292,74.363744746455,5.746205267838031,0.0,10,3,1,5,False,False,morning
2023-01-05 11:00:00,LOC_1,Mixed,423,29.873205265846416,41.36708690029832,2.1506194885482106,12.580335237016952,72.35070514076088,6.849333467172032,0.6331951821699681,11,3,1,5,False,False,morning
2023-01-05 12:00:00,LOC_1,Mixed,423,64.37306896771008,41.36708690029832,2.1506194885482106,13.788965573780159,79.3973530708685,6.546570418531935,0.31274304839958234,12,3,1,5,False,False,afternoon
2023-01-05 13:00:00,LOC_1,Mixed,423,61.513894699914,41.36708690029832,2.1506194885482106,14.33802861221593,78.12868035245275,8.072219122746786,0.0,13,3,1,5,False,False,afternoon
2023-01-05 14:00:00,LOC_1,Mixed,423,63.645988933969065,41.36708690029832,2.1506194885482106,11.950623713787802,65.56993624248085,6.983215046966577,0.0,14,3,1,5,False,False,afternoon
2023-01-05 15:00:00,LOC_1,Mixed,423,78.13225717298415,41.36708690029832,2.1506194885482106,17.03638368864522,61.65939925539155,6.207582359066666,0.0,15,3,1,5,False,False,afternoon
2023-01-05 16:00:00,LOC_1,Mixed,423,76.36741703057389,41.36708690029832,2.1506194885482106,18.422926294399986,65.75214603289615,5.502780529567387,0.0,16,3,1,5,False,False,afternoon
2023-01-05 17:00:00,LOC_1,Mixed,423,88.09659874842967,41.36708690029832,2.1506194885482106,24.271633253071634,58.54858672239302,5.615663510638468,0.0,17,3,1,5,False,False,afternoon
2023-01-05 18:00:00,LOC_1,Mixed,423,86.45161894321464,41.36708690029832,2.1506194885482106,19.76216904266417,62.87087714432472,5.83930358051455,0.0,18,3,1,5,False,False,evening
2023-01-05 19:00:00,LOC_1,Mixed,423,71.3430147657822,41.36708690029832,2.1506194885482106,21.256636180360413,59.707532112870126,5.917682456870463,0.0,19,3,1,5,False,False,evening
2023-01-05 20:00:00,LOC_1,Mixed,423,77.34280052229526,41.36708690029832,2.1506194885482106,20.76163681191113,50.75915872237061,7.718060243787738,0.0,20,3,1,5,False,False,evening
2023-01-05 21:00:00,LOC_1,Mixed,423,78.1598915598033,41.36708690029832,2.1506194885482106,18.330480967054463,66.40185192206326,6.851309947017213,0.0,21,3,1,5,False,False,evening
2023-01-05 22:00:00,LOC_1,Mixed,423,62.85439969342058,41.36708690029832,2.1506194885482106,22.461127687102653,68.62842424933238,6.739243741953183,0.0,22,3,1,5,False,False,evening
2023-01-05 23:00:00,LOC_1,Mixed,423,55.62942294852144,41.36708690029832,2.1506194885482106,20.891901703857695,58.15998527060977,5.514806962117934,0.0,23,3,1,5,False,False,evening
2023-01-06 00:00:00,LOC_1,Mixed,423,47.92867053039949,41.36708690029832,2.1506194885482106,19.94171188146056,61.34219622557115,7.752348677523198,0.0,0,4,1,6,False,True,night
2023-01-06 01:00:00,LOC_1,Mixed,423,63.36036845536659,41.36708690029832,2.1506194885482106,15.342114115866252,67.10754890271306,7.341801669614076,0.0,1,4,1,6,False,True,night
2023-01-06 02:00:00,LOC_1,Mixed,423,37.90436949144,41.36708690029832,2.1506194885482106,18.679527788453356,69.9244056167728,5.377792919016237,0.0,2,4,1,6,False,True,night
2023-01-06 03:00:00,LOC_1,Mixed,423,54.57191840668434,41.36708690029832,2.1506194885482106,11.783286732515396,74.11874364716424,7.299722108411818,0.0,3,4,1,6,False,True,night
2023-01-06 04:00:00,LOC_1,Mixed,423,36.38452236584203,41.36708690029832,2.1506194885482106,14.561942734962098,83.27456559910863,6.808260361500251,0.0,4,4,1,6,False,True,night
2023-01-06 05:00:00,LOC_1,Mixed,423,42.54589075396963,41.36708690029832,2.1506194885482106,16.74074989983983,74.39558656609002,5.424250548070857,0.0,5,4,1,6,False,True,night
2023-01-06 06:00:00,LOC_1,Mixed,423,52.79467632342322,41.36708690029832,2.1506194885482106,9.59131643112684,72.8637356145313,6.555405144648052,0.0,6,4,1,6,False,True,morning
2023-01-06 07:00:00,LOC_1,Mixed,423,53.29297542131466,41.36708690029832,2.1506194885482106,9.947434591509008,70.94334375849827,6.6360206978221195,1.6556056297563988,7,4,1,6,False,True,morning
2023-01-06 08:00:00,LOC_1,Mixed,423,50.64961680337651,41.36708690029832,2.1506194885482106,11.116104526201513,74.51174620823795,5.680683979695073,0.0,8,4,1,6,False,True,morning
2023-01-06 09:00:00,LOC_1,Mixed,423,40.67567588471259,41.36708690029832,2.1506194885482106,10.087363498557092,77.64573552205205,8.021883228647813,0.0,9,4,1,6,False,True,morning
2023-01-06 10:00:00,LOC_1,Mixed,423,40.51770273743883,41.36708690029832,2.1506194885482106,8.499631724056893,85.77087214521062,7.736143235464256,1.9999571820367423,10,4,1,6,False,True,morning
2023-01-06 11:00:00,LOC_1,Mixed,423,69.101760834426,41.36708690029832,2.1506194885482106,12.539818836661006,72.60655773072125,7.194712370583663,0.0,11,4,1,6,False,True,morning
2023-01-06 12:00:00,LOC_1,Mixed,423,58.145999436536144,41.36708690029832,2.1506194885482106,11.320760070719784,74.2282047618505,6.57596018263622,0.0,12,4,1,6,False,True,afternoon
2023-01-06 13:00:00,LOC_1,Mixed,423,74.87932763632273,41.36708690029832,2.1506194885482106,15.605597352766411,70.60106053664416,6.425798168155256,0.0,13,4,1,6,False,True,afternoon
2023-01-06 14:00:00,LOC_1,Mixed,423,94.49151235004246,41.36708690029832,2.1506194885482106,14.120798977350708,74.0226714756038,7.144849890616525,0.0,14,4,1,6,False,True,afternoon
2023-01-06 15:00:00,LOC_1,Mixed,423,68.34825350638249,41.36708690029832,2.1506194885482106,20.360750716475557,78.11289831648715,6.829652944406291,0.0,15,4,1,6,False,True,afternoon
2023-01-06 16:00:00,LOC_1,Mixed,423,71.7590835263366,41.36708690029832,2.1506194885482106,16.907418833992004,60.39780529806944,5.381604401378553,0.0,16,4,1,6,False,True,afternoon
2023-01-06 17:00:00,LOC_1,Mixed,423,58.92938678369089,41.36708690029832,2.1506194885482106,18.872474528876925,58.51960766483233,6.733720677382103,0.0,17,4,1,6,False,True,afternoon
2023-01-06 18:00:00,LOC_1,Mixed,423,95.0396602571429,41.36708690029832,2.1506194885482106,21.945362840990246,64.58414757284355,7.616851129164261,0.0,18,4,1,6,False,True,evening
2023-01-06 19:00:00,LOC_1,Mixed,423,76.71382944823971,41.36708690029832,2.1506194885482106,18.363239109489363,61.759521963417015,6.576787354973261,0.0,19,4,1,6,False,True,evening
2023-01-06 20:00:00,LOC_1,Mixed,423,88.16648521313157,41.36708690029832,2.1506194885482106,21.45739519164163,67.22858598381342,5.35636479714948,0.0,20,4,1,6,False,True,evening
2023-01-06 21:00:00,LOC_1,Mixed,423,70.83812840625117,41.36708690029832,2.1506194885482106,23.453526158231682,61.241159627296156,7.560756901796397,0.0,21,4,1,6,False,True,evening
2023-01-06 22:00:00,LOC_1,Mixed,423,73.67566475339572,41.36708690029832,2.1506194885482106,17.131907744404728,57.50979111901034,5.807440785328922,0.0,22,4,1,6,False,True,evening
2023-01-06 23:00:00,LOC_1,Mixed,423,83.22664871737737,41.36708690029832,2.1506194885482106,19.928683970910207,63.834441645770355,5.9806389742466886,0.0,23,4,1,6,False,True,evening
2023-01-07 00:00:00,LOC_1,Mixed,423,62.512288076833066,41.36708690029832,2.1506194885482106,19.050782562971193,68.48148395396585,5.700322455191758,0.0,0,5,1,7,True,False,night
